given_name,family_name,date_of_birth,place_of_birth
Leslie,Jones,26-07-1936,Forres
Paul,Merrilees,05-09-1969,Newry
Elizabeth,Willis,1878-02-20,Falkirk
Andrew,Mcdermott,11-05-1965,Dromore
Clayre,Williams,30-04-1958,Aberdeen
James,Craig,1895-04-14,Dumbarton
William,Evans,1850-10-09,Carrickfergus
Mark,Smith,11-08-1967,Carluke
George,Wilkinson,24-06-1917,Forfar
Sarah,Routledge,02-05-1920,Hawick
Gillian,Dennett,17-02-1958,Dunfermline
Paula,Nunn,10-12-1960,Dumfries
John,Holliss,26-07-1969,Kilmarnock
Hugh,Manson,1896-07-03,Arbroath
James,Mollett,1898-08-16,Fraserburgh
Nigel,Wood,21-07-1950,Peterhead
Ernest,Brown,1892-05-09,Langholm
Eleanor,Stanlake,1880-01-14,Dalkeith
William,Tibbett,1880-07-12,Downpatrick
Albert,Philcox,1866-06-18,Edinburgh
Esther,Lowe,21-01-1921,Motherwell
Frederick,Walker,1897-05-20,Cupar
Harold,Stephenson,10-04-1902,Milngavie
James,Livsey,1867-07-22,Coleraine
Jane,Atherton,1870-09-23,Londonderry
Barbara,Claydon,1865-08-11,Motherwell
Arthur,Lackenby,15-07-1936,St Andrews
Robert,Hale,24-09-1920,Newry
John,Sayer,13-10-1927,Strabane
James,Waters,1860-12-09,Oban
Keturah,Barker,1877-07-25,Dundee
Ada,Pilkington,1888-07-21,Enniskillen
Barbara,Slater,19-01-1958,Motherwell
Florence,Stead,1877-03-09,Buckie
Andrew,Pacitti,06-10-1972,Montrose
Anton,Konig,21-09-1957,Strabane
Richard,Jones,26-04-1908,Ayr
Austin,Clarke,19-12-1946,Hamilton
Alexander,Mac cunn,1889-10-15,Ayr
Alice,Hinchliffe,11-10-1900,Dufftown
Edward,Long,06-03-1913,Londonderry
Morris,Footer,1877-06-26,Grantown-on-Spey
Eliza,Lambert,1841-05-04,Banbridge
Elsie,Harris,1891-07-16,Lockerbie
Bertha,Corbett,08-12-1904,Downpatrick
Rebecca,Shaw,1870-06-29,Cupar
Male,Smalley,1851-10-19,Airdrie
John,Dunn,1890-05-11,Portadown
John,Thomas,1873-03-24,Edinburgh
Mark,Glastonbury,30-05-1963,Invergordon
Roger,Tunnicliffe,14-08-1938,Dufftown
Lucy,Simmons,1896-07-17,Lerwick
John,Orme,1869-02-17,Brechin
Rachel,Mason,1869-10-26,Portadown
Elizabeth,Williams,13-11-1946,Kirriemuir
Anthony,Cain,25-11-1954,Linlithgow
Albert,Baythorp,26-06-1923,Carrickfergus
Ivy,White,20-09-1917,Newton Stewart
Thomas,Moss,26-03-1940,Downpatrick
Sylvia,Stratton,19-08-1938,Lanark
Melville,Lewis,18-02-1940,Haddington
Mary,Reed,07-04-1902,Ardrossan
Jabez,Martin,1881-03-25,Kirkcaldy
Mary,Stimpson,20-02-1964,Leven
Anne,Roberts,1862-01-02,Newton Stewart
Hannah,Priestley,23-12-1983,Ayr
Maureen,Vaughan,04-07-1943,Dalkeith
John,Ridgway,19-11-1938,Dalbeattie
Elizabeth,Saunders,1856-03-12,Banff
Enid,Webb,21-03-1928,Ayr
Beverley,Shepherd,12-09-1958,Jedburgh
Idwal,Williams,1899-03-09,Montrose
Male,Fake,03-08-1964,Thurso
Alec,Oldbury,29-04-1914,Omagh
Elizabeth,Davies,20-02-1915,Larne
Blanche,Miller,05-03-1900,Aberdeen
Lilly,Fisher,1873-07-24,Carluke
Robert,Carr,1845-07-31,Lerwick
Mildred,Parker,05-06-1929,Dalbeattie
Thomas,Strettle,1850-03-30,Keith
Ivor,Dix,13-05-1912,Omagh
Mark,Povey,15-12-1955,Kinross
Jean,Megson,24-09-1927,Lockerbie
Ethel,Whitaker,1899-12-14,Coleraine
Edward,Arnold,20-05-1980,Anstruther
Lenora,Kewley,10-11-1911,Lisburn
Harry,Platt,02-02-1921,Golspie
Flora,Noble,1876-01-29,Aberdeen
Raymond,Shailes,13-12-1930,Langholm
Clara,Carter,1865-04-23,Greenock
Martin,Tuck,23-11-1969,Lisburn
James,Peirce,1842-08-01,Lockerbie
Joseph,Cowen,1839-05-19,Ayr
Henry,Venemore,1879-06-25,Lockerbie
Sarah,Wakefield,1873-07-14,Bridge of Allan
Nicholas,Flukes,04-11-1957,Airdrie
Gladys,Bridge,06-05-1900,Nairn
James,Catling,1847-02-08,Galashiels
Susan,Mickles,1873-07-05,Bangor
Irene,Bidewell,23-03-1907,Downpatrick
Valerie,Hutchins,21-04-1937,Kilsyth
Selina,Gough,1873-04-01,Keith
John,Bracegirdle,1874-01-17,Lockerbie
Albert,Dolman,22-07-1926,Newton Stewart
Reginald,Barnett,19-04-1918,Dundee
Margaret,Rudd,20-07-1930,Banbridge
Thomas,Hambleton,25-01-1901,Arbroath
Austin,Hunter,15-10-1961,Glasgow
Llewellyn,Holt,1858-05-29,Belfast
Maria,Gill,1841-05-13,Banbridge
John,Parry,28-01-1925,Lockerbie
Graham,Green,18-09-1950,Kelso
Tracey,Greest,02-11-1970,Glasgow
Anthony,Woodhams,08-02-1942,Invergordon
Sidney,Reynolds,10-05-1949,Ayr
Frederick,Rodd,1885-02-28,Grantown-on-Spey
George,Mundey,1844-11-15,Oban
John,Harris,1891-10-29,Rothesay
John,Bacon,20-11-1947,Linlithgow
Benjamin,Woodhouse,1876-03-17,Dingwall
Minnie,Wroth,25-08-1900,Newry
James,Calton,1892-02-25,Inverness
Sarah,Tibbs,1872-01-28,Bathgate
Claudia,Pritchard,29-02-1972,Montrose
John,Concliffe,30-08-1954,Lanark
Henry,Ellis,1871-10-07,Fraserburgh
Sarah,Glover,24-10-1902,Langholm
Alix,Dunstan,30-12-1919,Huntly
William,Riley,01-10-1911,Ayr
Rebecca,Bursnall,09-12-1981,Helensburgh
Gertrude,Jeffries,1893-12-02,Dalbeattie
Sarah,Staples,1859-09-08,Enniskillen
Harold,Coates,1870-03-19,Kinross
Ernest,Woods,1890-06-28,Banff
Gary,Hoey,05-04-1962,Galashiels
Irene,Morris,13-02-1925,Dromore
John,Gibb,20-12-1950,Dalkeith
Joseph,Le roi,04-09-1907,Lurgan
William,Harris,1872-04-02,Oban
Victor,Ridsdale,1897-04-18,Newry
Alan,Harris,22-01-1969,Dungannon
Jean,Cartlidge,27-03-1935,Edinburgh
John,Tranter,08-12-1927,Dungannon
Florence,Percival,1871-07-15,Newtownards
John,Cottam,1870-01-26,Keith
Philip,Lambard,1867-03-21,Belfast
Clara,Patchett,1892-12-02,Elgin
Freda,Miles,05-08-1934,Clydebank
Emily,Millington,1872-07-09,Milngavie
Leon,Porter,06-01-1969,Wick
George,Evans,1892-07-08,Jedburgh
Arthur,Graves,1896-12-01,Falkirk
Edith,Knight,29-08-1901,Coleraine
Wayne,Mellor,02-11-1961,Falkirk
Annie,Rice,02-03-1904,Lisburn
Betty,Coulson,08-10-1922,Falkirk
Mary,Crimes,1873-10-01,Anstruther
Edward,Howarth,1887-01-06,Inverness
Eric,Dorman,10-07-1927,Portadown
Nicole,Smith,08-02-1967,Portadown
Mary,Tucker,1898-07-30,Coleraine
Babatunde,Dehinde,29-09-1962,Stornoway
George,Britton,1866-02-28,Leven
Elizabeth,Page,16-10-1941,Stranraer
John,Pye,1898-10-25,Brechin
Toby,Earthy,23-09-1971,Newtownards
Sarah,Parkes,1849-09-21,Bridge of Allan
Eleanor,Birkett,1871-09-15,Arbroath
Susannah,Curtis,1853-01-25,Wishaw
John,Ranyard,21-06-1904,Forres
Lilian,Shrimpton,1885-09-05,Brechin
John,Barker,1894-06-28,Edinburgh
Margaret,Whitehurst,09-11-1934,Buckie
Jean,Fawbert,28-10-1936,Bellshill
Sheila,Varney,24-02-1920,Kilsyth
Tonya,Thripp,29-07-1973,Barrhead
Vincent,Mainey,19-08-1905,Kinross
Albert,Remmett,1897-06-29,Dufftown
Mary,Warren,1848-02-10,Dromore
Ruth,Jameson,1895-03-16,Dalry
Maxine,Green,04-05-1967,Inverness
Harry,Dearling,11-03-1918,Falkirk
Muriel,Dickens,08-09-1925,Dundee
James,Blow,1851-11-30,Huntly
Rosina,Stevens,1865-10-15,St Andrews
Elizabeth,Brammall,1891-05-07,Port Glasgow
Maud,Coleman,24-03-1923,Grantown-on-Spey
Elsie,Shaw,30-07-1929,Cupar
George,Wiltshire,1883-07-25,Coleraine
Richard,Stinton,09-11-1961,Enniskillen
Ivy,Holehouse,18-06-1926,Montrose
Joshua,Ward,19-07-1900,Peebles
Michael,Hibbert,18-10-1940,Linlithgow
Mary,Bent,1845-01-17,Glasgow
Craig,Freeman,17-06-1977,Newtownards
Lily,Spinks,23-05-1900,Bangor
Edith,Soper,27-04-1905,Coleraine
Mark,Byfield,20-11-1970,Leven
Patricia,O'malley,16-12-1969,Helensburgh
Paula,Benson,14-10-1969,Wishaw
Richard,Whiteley,03-11-1939,Bangor
Frederick,Dilworth,1857-08-21,Fraserburgh
Alfred,Fryer,1866-08-20,Stirling
Margaret,Goodwin,1842-08-04,Dumbarton
Barbara,Higgerson,13-05-1946,Alloa
Coralita,Daley,19-09-1978,Kelso
Dorothy,Henderson,24-01-1915,Lockerbie
Jennie,Price,19-07-1911,Aberdeen
John,Joseph,30-08-1966,Wick
Clara,Harrison,25-10-1923,Annan
Sydney,Hairsine,04-07-1903,Langholm
Jeffrey,Coles,20-04-1983,Enniskillen
Charles,Foxon,1870-08-20,Stornoway
Maureen,Capron,13-06-1942,Strabane
Elizabeth,Thompson,1883-08-29,Grantown-on-Spey
Arthur,Skidmore,09-06-1925,Brechin
Sylvia,Smith,26-05-1929,Musselburgh
Frederick,Dixon,1876-02-22,Greenock
Katherine,Grant,02-10-1976,Galashiels
John,Hough,08-07-1977,Peebles
Agnes,Clayton,26-12-1912,Forres
Martin,Durrant,30-11-1964,Kirkwall
June,Renton,03-09-1934,Kirriemuir
Marion,Graham,19-04-1916,St Andrews
Alice,Duckworth,1882-02-19,Kilsyth
Elizabeth,Dennis,1845-09-28,Oban
William,Tompkins,1887-08-05,Dalry
Alexander,Mcdonald,1882-06-28,Forfar
Joyce,Royle,12-11-1908,Thurso
Caroline,Hewitt,11-11-1963,Newtownards
Nicholas,Eyre,26-05-1971,Kelso
Mabel,Allen,21-01-1900,Golspie
Andrew,Homer,30-03-1961,Dumfries
James,Harvey,20-01-1943,Cupar
Joyce,Lockwood,13-11-1959,Kirkcaldy
Catherine,Mccarty,1841-03-05,Haddington
Rosina,Gibbs,22-05-1920,Dufftown
Rosina,Dennis,16-02-1910,Rothesay
Louisa,Hook,05-08-1950,Carrickfergus
Buddyg,Davies,03-09-1919,Dungannon
Gail,Teller,05-01-1966,Elgin
Henry,Watts,1864-10-27,Arbroath
William,Ward,1867-12-24,Wick
Richard,Holland,30-11-1969,Coleraine
Olwen,Jones,09-10-1920,Rothesay
Mary,Cole,1865-09-14,Milngavie
John,Alderson,11-07-1920,Aberdeen
Violet,Wilkinson,1877-06-26,Newry
Harriet,Beckham,28-01-1901,Cookstown
Joseph,Andrews,1839-02-05,Kilsyth
Harriett,Jessop,1852-04-04,Tillicoultry
Reginald,Smith,1893-01-26,Kirkwall
Jane,Higgins,1838-05-07,Langholm
George,Ford,17-03-1930,Kirkwall
Susan,Forester,07-10-1946,Huntly
Ann,Ealham,19-05-1941,Lisburn
Richard,Thorpe,1878-02-09,Glasgow
Sarah,Smith,1866-11-04,Dingwall
Ronald,Day,28-09-1938,Stirling
Selina,Lake,1866-06-30,Coleraine
Susan,Jones,02-05-1956,Annan
John,Anderson,1864-12-10,Haddington
Fanny,West,1866-09-18,Kilmarnock
Alfred,Fry,16-08-1911,Perth
Frances,Pawson,26-03-1912,Linlithgow
Francis,Brawn,1876-12-18,Larne
Jane,Cook,1885-03-09,Kinross
William,Dodd,1840-07-29,Kirkcaldy
Ethel,Parker,17-03-1905,Dunfermline
Robert,Baker,21-03-1911,Stranraer
Tessa,Gudgeon,15-12-1962,Golspie
Mary,Thomas,1867-02-16,Fraserburgh
Karen,Hayston,16-06-1959,Peterhead
David,Collins,22-01-1981,Huntly
Christine,Hall,14-07-1956,Bellshill
Edith,Fitzsimmons,1899-08-18,Motherwell
Jonathan,Whittle,1871-07-16,Wishaw
William,Owen,1897-06-23,Perth
Edwin,Redding,1884-08-24,Dunfermline
James,Taylor,1839-04-20,Buckie
Brian,Davies,08-03-1922,Paisley
Beatrice,Munday,1899-03-28,Motherwell
Kim,Bradley,29-03-1961,Kirkintilloch
Thomas,O'neill,27-05-1932,Wick
Eunice,Brewster,06-12-1913,Banbridge
Jonathan,Binstock,11-05-1967,Huntly
Peter,Williamson,22-05-1956,Edinburgh
Lynne,Jowett,11-02-1950,Oban
Edward,Wood,1841-03-23,Leven
Sarah,Barnsley,1872-09-14,Alloa
Maureen,Walker,14-04-1952,Stranraer
Elizabeth,Sherratt,1873-12-03,Dalry
Elizabeth,Hughes,1849-09-14,Dingwall
Paul,Black,17-12-1956,Selkirk
James,Bairstow,17-07-1972,Anstruther
Annie,Neale,1882-12-17,Lurgan
Julian,Marsh,02-08-1965,Newry
Joseph,Grice,1871-11-13,Musselburgh
Melvyn,Evans,18-04-1945,Arbroath
Henry,Proudfoot,1852-12-22,Kirkcaldy
Roger,Bradley,01-02-1959,Arbroath
Robert,Saunders,12-07-1936,Bridge of Allan
Helen,Roberts,10-12-1941,Buckie
George,Booth,1897-10-19,Invergordon
Richard,Johnson,1876-12-27,Irvine
Leslie,Kilmartin,13-11-1959,Port Glasgow
Keir,Sims,1895-04-30,Tillicoultry
Alfred,Collier,1891-05-20,Selkirk
Margaret,Spencer-smith,05-06-1948,Port Glasgow
Elsie,Bull-death,1893-04-30,Lerwick
Pauline,Fitch,18-01-1950,Aberdeen
Lilie,Western,1876-01-20,Alloa
Maron,Napier,21-08-1983,Keith
Susan,Spencer,20-01-1954,Portadown
Edward,Grundy,1876-09-15,Linlithgow
Alfred,Watts,1880-01-28,Larne
Mary,Jones,1869-02-28,Montrose
Kate,Spafford,1889-04-30,Aberdeen
Annie,Rea,02-04-1913,Irvine
Amanda,Mcnaught,28-12-1961,Carrickfergus
Albert,Palmer,17-06-1917,Lisburn
Frank,Taylor,1858-11-03,Langholm
Samuel,Ellings,1876-06-30,Coatbridge
Edith,Bowman,1857-07-04,Strabane
Gilbert,Woffenden,02-08-1912,Alloa
Margaret,Fitzgerald,08-08-1908,Kirkintilloch
Charles,Hipkin,1846-10-09,Kirkwall
Dorothy,Howroyd,02-12-1926,Glasgow
Sally,Speight,04-03-1963,West Calder
Ethel,Naylor,1898-07-03,Anstruther
Norma,Johnson,09-06-1931,Dromore
Mary,Crow,1852-06-11,Perth
William,Dundridge,1847-11-03,Forres
Claire,Swain,27-07-1978,Dromore
Caroline,Jerrams,1855-04-22,Kirkintilloch
Alfred,Hollis,1882-01-04,Airdrie
Gillian,Tait,14-09-1951,Aberdeen
Patricia,Ratford,04-06-1940,Peterhead
John,Richards,17-09-1915,Alloa
Raymond,Soden,21-12-1931,Kirriemuir
Emily,Bourne,1847-12-29,Falkirk
Alice,Marks,10-04-1903,Kirkintilloch
Hilda,Bardsley,14-12-1913,Lurgan
Edith,Wynne,1889-11-08,Jedburgh
Sidney,Field,15-11-1906,Campbeltown
William,Beckensall,16-02-1931,Aberdeen
Anthony,Dalley,03-01-1949,Dufftown
Emma,Ransom,1872-11-10,Paisley
Sarah,Osbourn,1848-03-24,Huntly
John,Richardson,04-07-1977,Kirkwall
Lee,Scragg,30-03-1962,Forres
Bernard,Smith,11-02-1942,Nairn
Freda,Swindley,15-03-1920,Bridge of Allan
Hilda,Ball,08-08-1929,Kelso
William,Wallace,07-04-1910,Golspie
Emma,Vickers,06-07-1974,Blairgowrie
Richard,Small,1843-04-25,Kelso
Eliza,Holmes,1889-09-04,Fraserburgh
Robert,Morritt,26-08-1919,Edinburgh
Honora,Coppitters,1891-08-12,Motherwell
David,Proud,26-05-1943,Ardrossan
Sarah,Rodgers,1862-06-09,Arbroath
Wilfred,Savage,27-07-1925,Motherwell
Peter,Hurst,1845-08-18,Galashiels
Emmelor,Taylor,1887-09-13,Dalry
Jason,Wild,28-11-1977,Enniskillen
Edith,Dunnell,1876-01-17,Dumfries
Rahila,Bhatti,01-10-1977,Peebles
William,Cornwall,30-07-1914,Bridge of Allan
Sheila,Nutt,12-10-1963,Falkirk
Sarah,Coulam,1860-10-10,Campbeltown
Ethel,Dale,30-12-1907,Brechin
Mary,Timothy,1884-07-29,Stornoway
Charles,Sawyer,08-08-1913,Forfar
Johanna,O'sullivan,21-11-1965,Lisburn
Hannah,Reynolds,05-04-1909,Newry
Harriet,Murrey,1885-11-26,Bathgate
Emily,Howard,1856-05-13,Coleraine
Lilian,Sims,1889-05-09,Inverness
Richard,Partington,17-11-1920,Ayr
Edith,Hall,21-09-1927,Oban
Kathleen,Harris,11-01-1930,Galashiels
Doris,Nelson,03-09-1930,Dingwall
Elizabeth,Jones,1880-07-20,Lurgan
Dorothy,Dawson,1895-03-22,Jedburgh
Maria,Rogers,18-06-1908,Kilsyth
Michael,Bourne,19-01-1945,Greenock
Steven,Thompson,06-03-1969,Stranraer
Robert,Townsend,27-03-1937,Wishaw
George,Vessey,30-11-1913,Stornoway
Richard,Hall,29-09-1958,Aberdeen
Rosemary,Scoggins,17-02-1945,Lerwick
Barbara,Follett,18-08-1930,Thurso
Ernest,Goldup,21-11-1914,Bathgate
Catherine,Travers,1874-10-26,Cookstown
Nicola,Purkiss,22-05-1971,Keith
George,Roebuck,28-07-1928,Dungannon
Dorothy,Hazel,17-01-1935,Huntly
Henry,Foote,1862-01-30,Stirling
Julie,Connor,19-10-1962,Annan
James,Purdey,1891-04-18,Carrickfergus
Charles,Green,1895-01-10,Grantown-on-Spey
Frances,Andrews,21-01-1921,Kilsyth
William,Ede,1844-12-05,Stornoway
Tony,Smith,08-08-1976,Kilmarnock
John,Hammond,1839-11-20,Dungannon
Bramwell,Bremner,1886-02-14,Dalkeith
George,Bullinaria,1880-03-11,Stornoway
Alice,Herbert,22-12-1904,Omagh
Wendy,Devine,31-03-1957,Airdrie
Patricia,Macklin,02-08-1936,Huntly
Emily,Batley,1861-11-12,Fraserburgh
Lewis,Palmer,1893-07-22,Musselburgh
Luther,Simpson,1860-11-30,Langholm
Gladys,Chamberlain,20-04-1926,Grantown-on-Spey
Vera,Whiteman,12-04-1919,Lisburn
Elizabeth,Bates,1865-03-30,Selkirk
Paul,Tandy,30-08-1965,Stirling
Glenn,Bates,15-12-1967,St Andrews
Gordon,Spurrell,12-05-1922,Stranraer
Maureen,Mcguirk,26-09-1939,Castle Douglas
George,Jackson,1874-06-21,Newtownards
Alice,Pendlebury,1898-04-29,Enniskillen
Elizabeth,Riley,03-04-1967,Bellshill
Emma,Titmuss,1862-01-10,Banff
Cyril,Woolridge,27-01-1934,Dunfermline
Arthur,Jones,07-04-1909,Kelso
Peter,Bell,09-10-1944,Peebles
Robert,Gale,1892-09-16,Lurgan
Amelia,Lewis,1894-07-18,Kinross
Robert,Simcox,22-01-1982,Belfast
Edmund,Dunningham,1884-04-11,Invergordon
Ferdinand,Daniels,1876-12-12,Stirling
Keith,Brown,08-01-1967,West Calder
Wayne,Utting,02-02-1976,Dingwall
Carey,Crisp,25-06-1974,Dalbeattie
Kate,Wallace,27-07-1911,Kirkintilloch
Kathleen,Handley,14-09-1932,Helensburgh
Dorothy,Coffey,22-09-1937,Dingwall
Debra,Roberts,03-07-1965,Tillicoultry
William,Raisbeck,1866-02-15,Langholm
George,Moore,1855-06-01,Nairn
Dorothy,Snee,02-06-1954,Crieff
Keith,Watson,21-10-1963,Galashiels
Margaret,Webb,1868-07-26,Aberdeen
Edna,Wardlaw,17-09-1918,Larne
Ethel,Hardingham,05-09-1911,Golspie
Georgina,Gale,22-08-1983,Hamilton
Margaret,Smith,1890-09-12,Wick
Peter,Gilmore,18-05-1929,Falkirk
William,Howard,1850-02-26,Cupar
John,Martin,1866-01-21,Ballymena
Annie,Waterfall,1869-03-13,Dumfries
Martha,Baker,1848-08-30,Lurgan
Susan,Hawes,27-09-1946,Aberdeen
Joseph,Stollery,07-04-1954,Brechin
Michael,Austin,18-04-1962,Dalry
Juanita,Mansell,31-10-1953,Musselburgh
James,Derby,1858-11-19,Enniskillen
Mary,Shaw,1888-11-28,Kirkcaldy
Elsie,Davis,17-10-1913,Langholm
Mary,Mepham,1881-04-16,Lerwick
Sharon,Gorse,24-03-1965,Linlithgow
Leslie,Donnelly,02-08-1966,Carrickfergus
Alfred,Stacey,1885-07-18,Dalry
William,Lambkin,1878-05-28,Dumbarton
Jemima,Simmons,1853-11-23,Perth
Katherine,Sharp,1876-07-23,Omagh
Peter,Davies,13-11-1921,Inverness
Emma,Jory,1883-06-29,Port Glasgow
William,Roskilly,11-10-1920,Bellshill
Ellen,Parry,1864-12-11,Newry
Ian,Strange,10-12-1948,Stirling
Iris,Beal,22-01-1908,Bathgate
Ronald,Jakins,30-01-1965,Forfar
Catherine,Thomas,10-04-1928,Greenock
George,Telford,1868-03-25,Kirkintilloch
John,Bloxham,21-07-1911,Kirkwall
Peter,Martin,23-12-1934,Motherwell
Catharine,Quinn,1846-12-30,Clydebank
George,Price,1869-03-05,Dufftown
Annie,Williams,1893-01-02,Rothesay
Valerie,Stephens,15-06-1956,Kirriemuir
Carol,Willmett,04-10-1960,Dalry
Ronald,Burrows,14-01-1923,Nairn
Mark,Preston,23-04-1976,Selkirk
Mary,Wyatt,23-09-1918,Hawick
Andrew,Trzcinski,16-04-1962,Newton Stewart
Joanna,De pear,13-08-1966,Barrhead
Mary,Davies,1883-12-05,Kilmarnock
Robert,Hallsworth,13-01-1949,Milngavie
Robert,Bowden,21-02-1920,Coleraine
Kathleen,Hill,18-08-1912,Kelso
Charles,Ratcliffe,1878-04-20,Stirling
Philip,Oliver,21-08-1955,Aberdeen
Maria,Bennett,1837-09-10,Lockerbie
Sarah,Fisher,1840-02-02,Lanark
Pamela,Kay,31-08-1963,Belfast
Herbert,Painter,1868-07-17,Bathgate
Alfred,Curno,1864-02-12,Selkirk
John,Cosse,1845-01-22,Bridge of Allan
Evan,Dudley,1886-12-04,Stirling
Mary,Totty,1861-09-08,Dalbeattie
Emma,Reed,1877-03-29,Coleraine
Mitchell,Cervasio,06-08-1983,Barrhead
Harriet,Davis,1849-02-22,Kirkintilloch
Mark,Jones,11-01-1967,Dunfermline
John,Walker,1868-07-27,Golspie
Sidney,Piddington,07-10-1910,Leven
Marian,Ryan,19-06-1963,Ardrossan
Harriet,Barker,1881-06-25,Cupar
Christina,Gladwell,1889-06-18,Dungannon
Deborah,Gray,07-06-1981,Rothesay
Susan,Bradley,31-12-1956,Milngavie
Harold,Blakey,01-12-1910,Wick
Paul,Haigh,11-06-1969,Anstruther
Helen,King,30-08-1983,Omagh
Harriet,Perkins,1881-12-21,Coatbridge
Geoffrey,Rota,08-04-1948,Dufftown
Beryl,Hutchcraft,31-07-1932,Wishaw
Carol,Barber,16-01-1952,Lurgan
Albian,Ford,1872-04-13,Ardrossan
Minnie,Haworth,1888-03-02,Ayr
Ethel,Eastwood,1898-05-22,Stonehaven
Samuel,Knowles,1890-02-19,Kirkcaldy
Allan,Dixon,23-02-1922,Kelso
Susan,Linney,25-10-1945,Kilsyth
Reginald,Taylor,27-03-1931,Larne
William,Hunt,23-04-1908,Portsoy
Marie,Purcell,23-02-1924,Ayr
Alfred,Rimington,1885-01-04,Haddington
Juliet,Budd,19-11-1976,West Calder
Doreen,Hood,29-09-1920,Langholm
Amy,Smith,1890-02-05,Cupar
George,Rowswell,1857-11-11,Elgin
Ada,Done,1894-02-19,Lisburn
James,Glynn,29-09-1909,Aberdeen
Dorothy,Lewendon,14-02-1901,Linlithgow
Tom,Holland,1877-07-09,Dumbarton
John,Eastmond,1874-05-01,Kirkcaldy
Thomas,Potter,1872-12-30,Portadown
Philip,Epstein,13-12-1903,Dalry
Charles,Penneycad,1839-10-09,Enniskillen
David,Ruffles,27-09-1947,Strabane
Mavis,Twigg,04-09-1927,Dalry
John,Northam,1839-12-22,Anstruther
Eugene,Tily,1866-07-16,Carrickfergus
Sarah,Goodman,1851-04-11,Dalry
Nicola,Bruce,11-02-1975,Langholm
Walter,Wood,1872-02-21,Cookstown
Alwyn,Dewhirst,29-11-1952,Campbeltown
Emma,Corner,1878-09-28,Coatbridge
Sarah,Fairbrass,1866-06-13,Kirkwall
Joanne,Miller,01-07-1983,Armagh
Alice,Steer,1852-10-12,Coleraine
Daisy,Greenbane,1893-04-04,Blairgowrie
Clara,Rideal,1875-12-01,Downpatrick
John,Pilling,1850-12-14,Perth
Edith,Odell,1896-06-26,Strabane
Marjorie,Booth,08-11-1901,Falkirk
Fred,Ramsbottom,1885-07-13,Bathgate
Arthur,Voase,14-08-1905,Glasgow
Harold,Blay,03-12-1923,St Andrews
George,Legg,14-08-1924,Coatbridge
Thomas,Sedwell,06-07-1901,Kirkwall
Arthur,Ford,03-12-1908,Dalkeith
Henry,Jones,1858-11-30,Dalbeattie
Pamela,Harrington,07-08-1933,Bangor
Lindsey,Ireland,01-06-1980,Dumbarton
Debra,Broomhead,09-02-1961,Ardrossan
Zakar,Hussain,11-02-1980,Carluke
John,Edwards,1884-03-28,Paisley
Peter,Sheppard,09-12-1950,Coatbridge
Christine,Pye,19-06-1939,Lockerbie
David,Almond,07-12-1979,Omagh
Vaughan,Ashton,05-04-1952,Blairgowrie
Vincent,Shepherd,1866-03-30,Rothesay
George,Barratt,1883-11-19,Rothesay
Herbert,Cottell,1864-01-24,Oban
Arthur,Allan,1894-01-02,Linlithgow
Keith,Oades,02-05-1940,Peterhead
Courtney,Holmes,1871-06-06,Peebles
Anthony,Plews,04-01-1947,Forres
Harriet,Garrod,12-04-1908,Campbeltown
Dennis,Scarbro,19-06-1929,Wishaw
Stuart,Surtees,03-03-1961,Airdrie
Walter,Morris,13-02-1946,Dalkeith
Mark,Woodhead,12-02-1959,Lerwick
James,Hughes,1865-12-03,Newry
Fanny,Vanglarsky,15-10-1922,Bellshill
Nina,Barrington-foote,24-06-1916,Thurso
Walter,Birdseye,1878-12-25,Forfar
Robert,Merriman,27-09-1952,Grantown-on-Spey
Thomas,Bloor,12-02-1933,Coleraine
William,Jones,1850-06-27,Lisburn
Daniel,Williams,05-03-1929,Larne
Hannah,Fleming,1878-07-18,Ballymena
Morgan,Green,19-10-1916,Portsoy
Ellen,Jones,1882-03-31,Milngavie
Alfred,Kendall,13-08-1911,Kirriemuir
Kathleen,Jopson,17-06-1925,Leven
Clive,Cheetham,21-06-1942,Londonderry
Francis,Wright,1896-11-13,Forres
Nathaniel,Biggs,1864-09-09,Selkirk
Elizabeth,Steel,1847-02-17,Thurso
Lucy,Torevell,09-04-1903,Edinburgh
Herbert,Howarth,06-06-1917,Strabane
Charles,Nelson,1881-10-14,Thurso
John,Thirkell,29-03-1901,Forfar
Henry,Jones,1870-09-30,Larne
Elizabeth,Olds,1842-03-24,Carluke
Janet,Milner,24-10-1944,Blairgowrie
Damian,Cannon,25-07-1970,Clydebank
Ernest,Bow,1869-01-31,Jedburgh
Scott,Archibald,05-11-1974,Kirkwall
Elizabeth,Quick,1851-10-02,Dingwall
Charles,Charlton,1883-06-01,Alloa
Helena,Grayson,13-03-1971,Motherwell
Susan,Reevell,01-08-1949,Elgin
Mandy,Preston,20-06-1963,Kinross
Diane,Starkey,26-09-1962,Peebles
Stephen,Towse,04-07-1952,Downpatrick
Catharine,Gannon,1883-04-12,Stornoway
Percy,Watkinson,1899-07-09,Armagh
Margaret,Fook,09-05-1921,Omagh
Martin,Langford,13-07-1962,Buckie
Jeannie,Seale,29-10-1919,Anstruther
Harriett,Lintin,1870-01-12,Montrose
Louisa,Grainger,1899-06-14,Larne
Gary,Smith,17-12-1966,Stornoway
John,Lacey,24-05-1924,Kirkcaldy
